"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XQ7IHR6P","journalArticle","2024","Bispo, Deivsson Souza; Bernardy, Rógis Juarez; João, Jacinto Orlando; Oliveira, Luciara De Souza Bispo","Territorial Conflicts and Land Management in the Amazon: Challenges and Dynamics in Rondônia","Revista de Gestão Social e Ambiental","","1981-982X","10.24857/rgsa.v18n10-201","https://rgsa.openaccesspublications.org/rgsa/article/view/9254","Objective: This article investigates the interaction between agrarian conflicts and territorial management in Rondônia, analyzing the relationship between land disputes, crime, and public policies.   Theoretical Framework: The Amazon, vital to the global climate and rich in biodiversity, faces deforestation and territorial conflicts. These challenges, exacerbated by the lack of land regularization, require policies that promote socio-environmental justice and territorial rights of traditional populations (Sauer & Marés, 2013; Clement & Fonseca, 2008).   Methods: The research adopts a methodological approach based on literature review and analysis of data from institutions such as IBGE, INCRA, and Comissão Pastoral da Terra. The triangulation of quantitative and qualitative data allowed for an in-depth understanding of occupation patterns and territorial conflicts in Rondônia.   Results and Discussion: The results demonstrate a correlation between conflicts, crime, and territorial management. The lack of effective public policies results in violent disputes, highlighting the need for integrated strategies to resolve these conflicts.   Research Implications: The research shows that public policies should focus on land regularization and peaceful mediation of conflicts to reduce violence and improve security in rural areas of the Amazon.   Originality/value: The study contributes by analyzing the relationship between land management and agrarian conflicts in Rondônia, proposing integrated and inclusive approaches to reduce violence and promote sustainable development.","2024-10-11","2025-05-04 22:24:57","2025-05-04 22:24:57","2025-05-04 22:24:57","e09254","","10","18","","RGSA","Territorial Conflicts and Land Management in the Amazon","","","","","","","","https://creativecommons.org/licenses/by/4.0","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/TCHN6WT8/Bispo et al. - 2024 - Territorial Conflicts and Land Management in the Amazon Challenges and Dynamics in Rondônia.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JF8JMDMY","journalArticle","2006","Hoefle, Scott William","Twisting the knife: Frontier violence in the central Amazon of Brazil","Journal of Peasant Studies","","0306-6150, 1743-9361","10.1080/03066150601062993","http://www.tandfonline.com/doi/abs/10.1080/03066150601062993","","2006-07","2025-05-04 22:24:59","2025-05-04 22:24:59","2025-05-04 22:24:59","445-478","","3","33","","Journal of Peasant Studies","Twisting the knife","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CJAVTUJW","journalArticle","2015","Chen, Gang; Powers, Ryan P.; De Carvalho, Luis M.T.; Mora, Brice","Spatiotemporal patterns of tropical deforestation and forest degradation in response to the operation of the Tucuruí hydroelectric dam in the Amazon basin","Applied Geography","","01436228","10.1016/j.apgeog.2015.06.001","https://linkinghub.elsevier.com/retrieve/pii/S0143622815001368","","2015-09","2025-05-04 22:25:00","2025-05-04 22:25:00","2025-05-04 22:25:00","1-8","","","63","","Applied Geography","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TLACRUD","journalArticle","2021","Murta, Felipe L. G.; Marques, Leonardo L. G.; Santos, Alicia P. C.; Batista, Talita S. B.; Mendes, Maxwell O.; Silva, Elair D.; Neto, Alexandre V. S.; Fabiano, Marcio; Rodovalho, Sheila R.; Monteiro, Wuelton M.; Lacerda, Marcus V. G.","Perceptions about malaria among Brazilian gold miners in an Amazonian border area: perspectives for malaria elimination strategies","Malaria Journal","","1475-2875","10.1186/s12936-021-03820-0","https://malariajournal.biomedcentral.com/articles/10.1186/s12936-021-03820-0","Abstract                            Background               Mining in the Amazon exposes gold miners to various diseases, including malaria, whose control is still a major challenge. The environment of the mines contributes to the proliferation of vector mosquitoes and the precarious housing conditions facilitate transmission of the disease. Understanding gold miners’ perceptions is essential for the formulation of strategies to fight malaria. A qualitative study was carried out in the municipality of Calçoene, state of Amapá, Brazilian Amazon adjointining the municipality of Oiapoque, that is in the border area with French Guiana and Suriname.                                         Methods               A semi-structured interview was applied to an intentional sample of 29 miners, a number determined by the theoretical saturation criterion. Thematic analysis was adopted to obtain the results and the Cohen's Kappa index was calculated to verify the agreement between observers during coding.                                         Results               The agreement between observers was verified by a Cohen's Kappa index of 0.82. Analysis of the interviews showed that gold miners were subjected to prejudice from the community due to forest diseases that they can transmit, and their activities are often associated with crime. When the miners return to their hometown after a period of mining, the urban population blames them for the onset of diseases such as malaria. Most participants in the survey did not know how malaria transmission occurs, and associated its occurrence with contaminated water and food. Participants reported not being afraid of the disease, trusting the diagnosis and available treatment, though this depends on where they are treated. The use of therapeutic resources, such as medicinal plants and medicines acquired in the illegal market, is very common in this population. Despite the challenges identified by the research subjects, they believe that the disease can be controlled, or the cases reduced, but there was low acceptability for a possible mass drug administration (MDA) intervention.                                         Conclusion               Despite a recent reduction in malaria prevalence in Brazil, there are still vulnerable populations, such as gold miners, who help to perpetuate the existence of the disease in the Amazon. The lack of knowledge regarding how the transmission of malaria occurs, associated with myths regarding this and the use of traditional health practices and illegal drugs for the treatment of the disease without a specific diagnosis, jeopardizes the country’s efforts to eliminate malaria. It is necessary to implement control programmes in these populations, especially those who frequently travel around the border region and to remote locations, which are difficult regions for health teams to access, thus hindering diagnostic and treatment actions. For this reason, understanding the perceptions of these individuals as well as their customs, beliefs and lifestyle, can assist in the production of targeted educational material and adoption of strategies in the elimination of malaria in the country.","2021-12","2025-05-04 22:25:01","2025-05-04 22:25:01","2025-05-04 22:25:01","286","","1","20","","Malar J","Perceptions about malaria among Brazilian gold miners in an Amazonian border area","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/LH46QQDW/Murta et al. - 2021 - Perceptions about malaria among Brazilian gold miners in an Amazonian border area perspectives for.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LF5TRPGK","journalArticle","2021","Malta, Monica; Vettore, Mario Vianna; Da Silva, Cosme Marcelo Furtado Passos; Silva, Angelica Baptista; Strathdee, Steffanie A.","Political neglect of COVID-19 and the public health consequences in Brazil: The high costs of science denial","EClinicalMedicine","","25895370","10.1016/j.eclinm.2021.100878","https://linkinghub.elsevier.com/retrieve/pii/S2589537021001589","","2021-05","2025-05-04 22:25:06","2025-05-04 22:25:06","2025-05-04 22:25:06","100878","","","35","","EClinicalMedicine","Political neglect of COVID-19 and the public health consequences in Brazil","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/W23SWGVA/Malta et al. - 2021 - Political neglect of COVID-19 and the public health consequences in Brazil The high costs of scienc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETAETXRG","journalArticle","2025","Puji Prayitno, Kuat; Pandu Ramadhan, Galih; Nuha Ilmawan, Faiz","Law Enforcement's Role in Tackling Illegal Gold Mining for Sustainable Development Goals","E3S Web of Conferences","","2267-1242","10.1051/e3sconf/202560907002","https://www.e3s-conferences.org/10.1051/e3sconf/202560907002","Illegal gold mining is a significant environmental crime, particularly in resource-rich regions like the Amazon, West Africa, and Southeast Asia. This study uses a qualitative research design to evaluate law enforcement efforts in Brazil, Ghana, and Indonesia. Primary data were collected through semi-structured interviews involving law enforcement personnel, government officials, environmental experts, and local community members affected by mining activities. These interviews aimed to uncover challenges in enforcing environmental laws, the effectiveness of ongoing measures, and local perceptions of enforcement outcomes. Secondary data comprised an extensive academic literature review, official reports, and legal documents to contextualize the findings within global trends. Case studies were selected based on criteria such as the prevalence of illegal gold mining, environmental impacts, and variations in enforcement strategies. Thematic analysis was employed to identify recurring issues such as corruption, resource constraints, and lack of political will. Results indicate that enforcement has had limited success in curbing deforestation, mercury contamination, and biodiversity loss, mainly due to institutional weaknesses. Enforcement measures disproportionately target small-scale miners while larger organized networks evade prosecution. This paper emphasizes the importance of addressing socioeconomic drivers through alternative livelihoods, international collaboration, and enhanced institutional capacity to achieve sustainable development goals.","2025","2025-05-04 22:25:09","2025-05-04 22:25:09","2025-05-04 22:25:09","07002","","","609","","E3S Web Conf.","","","","","","","","","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","","","","","Jan, C.; Anwer, I.; Li, L.; Ferse, S.; Nishi, M.; Puangprakhon, P.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52EWSZPP","journalArticle","2003","Williams, Derek","Popular Liberalism and Indian Servitude: The Making and Unmaking of Ecuador’s Antilandlord State, 1845–1868","Hispanic American Historical Review","","0018-2168, 1527-1900","10.1215/00182168-83-4-697","https://read.dukeupress.edu/hahr/article/83/4/697/27025/Popular-Liberalism-and-Indian-Servitude-The-Making","","2003-11-01","2025-05-04 22:25:10","2025-05-04 22:25:10","2025-05-04 22:25:10","697-733","","4","83","","","Popular Liberalism and Indian Servitude","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQYQA9DS","journalArticle","2000","Chiswick, Barry R.; Patrinos, Harry Anthony; Hurst, Michael E.","Indigenous Language Skills and the Labor Market in a Developing Economy: Bolivia","Economic Development and Cultural Change","","0013-0079, 1539-2988","10.1086/452462","https://www.journals.uchicago.edu/doi/10.1086/452462","","2000-01","2025-05-04 22:25:11","2025-05-04 22:25:11","2025-05-04 22:25:11","349-367","","2","48","","Economic Development and Cultural Change","Indigenous Language Skills and the Labor Market in a Developing Economy","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XSBCW5V8","journalArticle","2018","Luna, Álvaro; Romero-Vidal, Pedro; Hiraldo, Fernando; Tella, Jose L.","Cities may save some threatened species but not their ecological functions","PeerJ","","2167-8359","10.7717/peerj.4908","https://peerj.com/articles/4908","Background                                Urbanization is one of the main causes of biodiversity loss worldwide. Wildlife responses to urbanization, however, are greatly variable and, paradoxically, some threatened species may achieve much larger populations in urban than in natural habitats. Urban conservation hotspots may therefore help some species avoid regional or even global extinctions, but not conserve their often overlooked ecological functions in the wild. We aim to draw attention to this issue using two species of globally threatened parrots occurring in the Dominican Republic: the Hispaniolan amazon (                 Amazona ventralis                 ) and the Hispaniolan parakeet (                 Psittacara chloropterus                 ).                                                        Methods               We conducted a large-scale roadside survey in June 2017 across the country to estimate the relative abundance of parrots in natural habitats, rural habitats, and cities. We combined this with informal interviews with local people to collect information on past and current human impacts on parrot populations. We also looked for foraging parrots to assess their potential role as seed dispersers, an ecological function that has been overlooked until very recently.                                         Results                                Relative abundances of both parrot species were negligible in rural areas and very low in natural habitats. They were generally between one and two orders of magnitude lower than that of congeneric species inhabiting other Neotropical ecosystems. Relative abundances were six times higher in cities than in natural habitats in the case of the Hispaniolan parakeet and three times higher in the case of the Hispaniolan amazon. People indicated hunting for a source food and to mitigate crop damage as causes of parrot population declines, and a vigorous illegal trade for parrots (131 individuals recorded, 75% of them poached very recently), mostly obtained from protected areas where the last small wild populations remain. We observed parrots foraging on 19 plant species from 11 families, dispersing the fruits of 14 species by carrying them in their beaks and consuming them in distant perching trees. They discarded undamaged mature seeds, with the potential to germinate, in 99.5% of cases (                 n                 = 306), and minimum dispersal distances ranged from 8 to 155 m (median = 37 m).                                                        Discussion               The loss of ecological functions provided by some species when they disappear from natural habitats and only persist in cities may have long-term, unexpected effects on ecosystems. Our example demonstrates how two cities may soon be the last refuges for two endemic parrots if overharvesting continues, in which case their overlooked role as seed dispersers would be completely lost in nature. The functional extinction of these species could strongly affect vegetation communities in an island environment where seed-dispersal species are naturally scarce. While conservation plans must include urban populations of threatened species, greater efforts are needed to restore their populations in natural habitats to conserve ecological functions.","2018-06-22","2025-05-04 22:25:12","2025-05-04 22:25:12","2025-05-04 22:25:12","e4908","","","6","","","","","","","","","","en","http://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/AUQ3QPU2/Luna et al. - 2018 - Cities may save some threatened species but not their ecological functions.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59NPRNMU","journalArticle","2019","Couto, Aiala Colares","Conectividade e territórios em rede do narcotráfico na Amazônia Brasileira","GeoTextos","","1984-5537, 1809189X","10.9771/geo.v15i2.33820","https://portalseer.ufba.br/index.php/geotextos/article/view/33820","A presença de organizações criminosas que utilizam a região como uma área de trânsito ou rota de distribuição/abastecimento de cocaína de origem Andina demonstra esta relação fronteiriça do crime organizado. Trata-se da construção de territórios, ou mais ainda, representam relações de poder que se manifestam a partir das redes. Este trabalho tem como objetivo analisar a conectividade do narcotráfico na região amazônica a partir da construção de territórios-rede. A metodologia adotada pauta-se em pesquisas bibliográficas e análise de documentos como os relatórios da Delegacia de Repressão ao Crime Organizado (DRCO-PA) e os relatórios de apreensão de entorpecentes da Polícia Federal; ambos os documentos se referem ao período de 2013 a 2015. O resultado da pesquisa aponta para o fato de que o narcotráfico em redes atende ao funcionamento de outras atividades criminosas ao mesmo tempo em que torna vulneráveis as fronteiras do Estado nacional. Abstract CONNECTIVITY AND TERRITORIES IN NETWORKS DRUG TRAFFICKING IN THE BRAZILIAN AMAZON The presence of criminal organizations that use the region as a traffic area or as a distribution/supply route of Andina origin cocaine, demonstrate this border-ish relation of organized crime. It is about the construction of territories, moreover, represent power relations, which manifest from the networks. This work has as objective to analyze the connectivity of narcotraffic in the amazon region from the construction of territories-network. The adopted methodology bases on bibliographic research and documents analysis such as; reports from the Delegacy of Repression to Organized Crime (DRCO-PA), narcotics apprehension reports from the Federal Police, both documents refer to the period from 2013 to 2015. The research result points to the fact that narcotraffic in networks attends to the functioning of other criminal activities at the same time where they make vulnerable the frontiers of the national state.","2019-12-20","2025-05-04 22:25:20","2025-05-04 22:25:20","2025-05-04 22:25:20","","","2","15","","Geo","","","","","","","","","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/GEHXPFY8/Couto - 2019 - Conectividade e territórios em rede do narcotráfico na Amazônia Brasileira.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9XI7CC85","journalArticle","2019","Barros, L M; Ferreira-Keppler, R L; Martins, R T; Gutjahr, A L N","Bionomy of Hermetia illucens (Diptera: Stratiomyidae) on Decomposing Swine Carcass in an Urban Area of Central Amazon","Journal of Medical Entomology","","0022-2585, 1938-2928","10.1093/jme/tjz005","https://academic.oup.com/jme/article/56/3/681/5316738","","2019-04-16","2025-05-04 22:25:22","2025-05-04 22:25:22","2025-05-04 22:25:22","681-689","","3","56","","","Bionomy of Hermetia illucens (Diptera","","","","","","","en","https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZV4ADFMA","journalArticle","2019","Antunes, André Pinassi; Rebêlo, George Henrique; Pezzuti, Juarez Carlos Brito; Vieira, Marina Albuquerque Regina De Mattos; Constantino, Pedro De Araujo Lima; Campos-Silva, João Vitor; Fonseca, Rogério; Durigan, Carlos César; Ramos, Rossano Marchetti; Amaral, João Valsecchi Do; Camps Pimenta, Natalia; Ranzi, Tiago Juruá Damo; Lima, Natália Aparecida Souza; Shepard, Glenn Harvey","A conspiracy of silence: Subsistence hunting rights in the Brazilian Amazon","Land Use Policy","","02648377","10.1016/j.landusepol.2019.02.045","https://linkinghub.elsevier.com/retrieve/pii/S0264837718310378","","2019-05","2025-05-04 22:25:23","2025-05-04 22:25:23","2025-05-04 22:25:23","1-11","","","84","","Land Use Policy","A conspiracy of silence","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M8YM66IU","journalArticle","2020","Douine, Maylis; Lambert, Yann; Musset, Lise; Hiwat, Helene; Blume, Liana Reis; Marchesini, Paola; Moresco, Gilberto Gilmar; Cox, Horace; Sanchez, Juan F.; Villegas, Leopoldo; De Santi, Vincent Pommier; Sanna, Alice; Vreden, Stephen; Suarez-Mutis, Martha","Malaria in Gold Miners in the Guianas and the Amazon: Current Knowledge and Challenges","Current Tropical Medicine Reports","","2196-3045","10.1007/s40475-020-00202-5","http://link.springer.com/10.1007/s40475-020-00202-5","Abstract                            Purpose of Review               Following Paraguay and Argentina, several countries from the Amazon region aim to eliminate malaria. To achieve this, all key affected and vulnerable populations by malaria, including people working on gold mining sites, must be considered. What is the situation of malaria in these particular settings and what are the challenges? This literature review aims to compile knowledge to answer these questions.                                         Recent Findings                                The contexts in which gold miners operate are very heterogeneous: size and localization of mines, links with crime, administrative status of the mines and of the miners, mobility of the workers or national regulations. The number of malaria cases has been correlated with deforestation (Brazil, Colombia), gold production (Colombia), gold prices (Guyana), or location of the mining region (Peru, Colombia, Venezuela, Guyana). The burden of malaria in gold mines differs between territories: significant in Guyana, French Guiana, or Venezuela; lower in Brazil. Although                 P                                    lasmodium                                  vivax                 causes 75% of malaria cases in the Americas,                 P. falciparum                 is predominant in several gold mining regions, especially in the Guiana Shield. Because of the remoteness from health facilities, self-medication with under-the-counter antimalarials is frequent. This constitutes a significant risk for the emergence of new                 P. falciparum                 parasites resistant to antimalarial drugs.                                                        Summary               Because of the workers’ mobility, addressing malaria transmission in gold mines is essential, not only for miners, but also to prevent the (re-)emergence of malaria. Strategies among these populations should be tailored to the context because of the heterogeneity of situations in different territories. The transnational environment favoring malaria transmission also requires transborder and regional cooperation, where innovative solutions should be considered and evaluated.","2020-06","2025-05-04 22:25:24","2025-05-04 22:25:24","2025-05-04 22:25:24","37-47","","2","7","","Curr Trop Med Rep","Malaria in Gold Miners in the Guianas and the Amazon","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/LPCWRKDI/Douine et al. - 2020 - Malaria in Gold Miners in the Guianas and the Amazon Current Knowledge and Challenges.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5Y9KGA3","journalArticle","2021","Fabre, Cécile","Territorial sovereignty and humankind's common heritage☆","Journal of Social Philosophy","","0047-2786, 1467-9833","10.1111/josp.12397","https://onlinelibrary.wiley.com/doi/10.1111/josp.12397","","2021-03","2025-05-04 22:25:29","2025-05-04 22:25:29","2025-05-04 22:25:29","17-23","","1","52","","Journal of Social Philosophy","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/ZS33TDVF/Fabre - 2021 - Territorial sovereignty and humankind's common heritage☆.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VM8CWATB","journalArticle","2017","Sigouin, Amanda; Pinedo‐Vasquez, Miguel; Nasi, Robert; Poole, Colin; Horne, Brian; Lee, Tien Ming","Priorities for the trade of less charismatic freshwater turtle and tortoise species","Journal of Applied Ecology","","0021-8901, 1365-2664","10.1111/1365-2664.12797","https://besjournals.onlinelibrary.wiley.com/doi/10.1111/1365-2664.12797","","2017-04","2025-05-04 22:25:32","2025-05-04 22:25:32","2025-05-04 22:25:32","345-350","","2","54","","Journal of Applied Ecology","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/CDN3CS9J/Sigouin et al. - 2017 - Priorities for the trade of less charismatic freshwater turtle and tortoise species.pdf","","","","Durant, Sarah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SS5VRXG2","journalArticle","2021","Hernández‐Brito, Dailos; Tella, José L.; Carrete, Martina; Blanco, Guillermo","Successful hybridization between non‐congeneric parrots in a small introduced population","Ibis","","0019-1019, 1474-919X","10.1111/ibi.12936","https://onlinelibrary.wiley.com/doi/10.1111/ibi.12936","Introduced organisms have to overcome several obstacles, including the scarcity of conspecific mates, before becoming successfully established. We recorded interspecific mating in non‐native areas (Spain) that involved Orange‐winged Amazons               Amazona amazonica               with three non‐congeneric parrot species: Scaly‐headed Parrot               Pionus maximiliani               , Rose‐ringed Parakeet               Psittacula krameri               and Monk Parakeet               Myiopsitta monachus               . Rather than mating with parakeets, a male Orange‐winged Amazon successfully bred with a female Scaly‐headed Parrot, raising hybrid offspring during five consecutive years and thus increasing the initial population size from five to 12 individuals in 9 years. Non‐congeneric hybridization seems to be extremely rare in wild parrots and, in this case, it may facilitate the successful establishment of a small introduced population in Tenerife, Spain.","2021-07","2025-05-04 22:25:35","2025-05-04 22:25:35","2025-05-04 22:25:35","1093-1098","","3","163","","Ibis","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C34GBD4T","journalArticle","2021","Fonseca-Rodríguez, Osvaldo; San Sebastián, Miguel","“The devil is in the detail”: geographical inequalities of femicides in Ecuador","International Journal for Equity in Health","","1475-9276","10.1186/s12939-021-01454-x","https://equityhealthj.biomedcentral.com/articles/10.1186/s12939-021-01454-x","Abstract                            Background               Femicide is a very important public health problem in Ecuador. Since regional and country-level femicide rates can obscure significant variations at the sub-national level, it is important to provide information at the lowest relevant level of disaggregation to be able to develop targeted preventive policies. The aim of this study was to assess the spatial distribution of the femicide rate and to examine its spatial clustering at the canton level in Ecuador in the period 2018–2019.                                         Methods               Data on cases were collected by a national network of non-governmental organizations. Two age-disaggregated analyses were done, one for the 15 to 24 years-olds and the other for the female population of 15 and older. Age-specific population data were obtained from the National Institute of Statistics for the study period. Standardized mortality ratios for mapping the mortality were calculated using hierarchical Bayesian models and spatial scan statistics were applied to identify local clusters. Thematic maps of age-specific femicide rates were also constructed.                                         Results               During the two-year period, 61 and 183 women were killed in the age ranges 15–24 and 15 years and older, respectively. The annual rate of femicides in Ecuador was 1.0 and 0.8 per 100,000 in the female population aged 15–24 and 15+, respectively, with substantial variations among cantons. The spatial analysis contributed to visualize high risk cantons, which were mainly located in a small area in the central part of the country (for those 15+) but especially in the Amazon region, for both of the studied age groups.                                         Conclusions               This study has shown the usefulness of applying spatial analysis to the problem of femicides in Ecuador. The study has revealed important variations among cantons but also a spatial clustering, mainly in the Amazon region of the country. The results should help policymakers to focus on current prevention programmes for violence against women into these high-risk areas. Continuous monitoring of femicides at low-level geographical areas is highly recommended.","2021-12","2025-05-04 22:25:36","2025-05-04 22:25:36","2025-05-04 22:25:36","115","","1","20","","Int J Equity Health","“The devil is in the detail”","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/GD3SJCY3/Fonseca-Rodríguez and San Sebastián - 2021 - “The devil is in the detail” geographical inequalities of femicides in Ecuador.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQX6D66C","journalArticle","2017","Chimeli, Ariaster B.; Soares, Rodrigo R.","The Use of Violence in Illegal Markets: Evidence from Mahogany Trade in the Brazilian Amazon","American Economic Journal: Applied Economics","","1945-7782, 1945-7790","10.1257/app.20160055","https://pubs.aeaweb.org/doi/10.1257/app.20160055","We provide evidence on the effect of market illegality on violence. Brazil was historically the main exporter of mahogany. Starting in the 1990s, trade was restricted and eventually prohibited. We build on previous evidence that mahogany trade persisted after prohibition and document relative increases in violence in areas with natural occurrence of mahogany. We show that as illegal activity receded in the late 2000s so did the relative increase in violence. We describe an experience of increase in violence following the transition of a market from legal to illegal and contribute to the evaluation of prohibition policies under limited enforcement. (JEL F14, K42, L73, O13, O17, O19, Q23)","2017-10-01","2025-05-04 22:25:40","2025-05-04 22:25:40","2025-05-04 22:25:40","30-57","","4","9","","American Economic Journal: Applied Economics","The Use of Violence in Illegal Markets","","","","","","","en","","","","","DOI.org (Crossref)","","","","/home/rudi/Zotero/storage/5GGTD8FR/Chimeli and Soares - 2017 - The Use of Violence in Illegal Markets Evidence from Mahogany Trade in the Brazilian Amazon.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7CG4R6JT","journalArticle","2024","Corredor-Garcia, Juan; López Vega, Fernando","The Logic of “War on Deforestation”: A Military Response to Climate Change in the Colombian Amazon","Alternatives: Global, Local, Political","","0304-3754, 2163-3150","10.1177/03043754231181741","https://journals.sagepub.com/doi/10.1177/03043754231181741","The renewed global efforts to contain climate change have meant a gateway for some Latin American countries to declare new military actions. The “war on deforestation,” announced in 2021 by Iván Duque, the former president of Colombia, is a paradigmatic example. Through Operation Artemis ( Operación Artemisa), the Colombian armed forces were assigned to protect the forests against threats from armed non-state actors (ANSAs) predominantly located in the country’s Amazon rainforests. We argue that this war was a rhetorical and political model of the Duque government that sought, based on the re-elaboration of the counterinsurgent categories shared with the United States for half a century, to implement in the Amazon the first state military strategy to reach global agreements against climate change. Why does a state wage war in the name of protecting forests? We argue that in this novel rhetorical, military, and criminal framework, the war on deforestation encouraged the renewal of the war on drugs and the transformation of the internal enemy. Drawing on analyses of presidential policies passed since 1970 and, more recently, green crime law, this article showcases a new chapter on the state’s goal of achieving territorial control through green militarization.","2024-11","2025-05-04 22:25:49","2025-05-04 22:25:49","2025-05-04 22:25:49","325-343","","4","49","","Alternatives: Global, Local, Political","The Logic of “War on Deforestation”","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NR4EFNDV","journalArticle","2020","Stevenson, Lisa","What There is to Fear: Scenes of Worldmaking and Unmaking in the Aftermaths of Violence","Ethnos","","0014-1844, 1469-588X","10.1080/00141844.2019.1636843","https://www.tandfonline.com/doi/full/10.1080/00141844.2019.1636843","","2020-08-07","2025-05-04 22:25:50","2025-05-04 22:25:50","2025-05-04 22:25:50","647-664","","4","85","","Ethnos","What There is to Fear","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PYDILQRK","journalArticle","1989","Russell-Wood, A. J. R.","Prestige, Power, and Piety in Colonial Brazil: The Third Orders of Salvador","The Hispanic American Historical Review","","00182168","10.2307/2516163","https://www.jstor.org/stable/2516163?origin=crossref","","1989-02","2025-05-04 22:25:51","2025-05-04 22:25:51","2025-05-04 22:25:51","61","","1","69","","The Hispanic American Historical Review","Prestige, Power, and Piety in Colonial Brazil","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
